Placement,Name,Score,id
1,Axyom,2:12.6,9ceb158a89c5f1a318478f1e5976e126cd0015bd9f41de39
1,Jandalf,2:12.6,9cba1eda8ec2aaac4945dd4d0a77b470cc0c1fe89914db38
1,SirCr0wley :),2:12.6,9cea43d88996fea44d47da1d5f20e07f9d034eb99813df6c
2,iShadow,3:26.883,9ce912838a93fbf44911db4e0e72e77fc50715ba96168e30
2,Sparky,3:26.883,9fbb44dddd90ada51e448f195721e025cb054bb49e45893a
3,Bee Chanoknan,3:52.95,9ced148d8a90fca61c168e420b22b574ce564fb99942dd30
4,Myrrh the maid,3:58.516,9ce941898cc4fba110468e195922e77ec9501cee9a448e69
4,Aggregation IE,3:58.516,9fbc1ed8dec7fba14a4587485627e47e9a074eeacf13d031
4,Francis,3:58.516,9fbe43828cc2afa41c108b190c7be27ec5551ce99810df3f
4,zuimeng,3:58.516,9fbe41dfde93f1f34c108f1e5721b773cf5014bc9e13d030
5,Lucifez6160,4:32.867,9fbb428ede9eaaa34b41d94e577aef7499551cb89a14d13d
5,Mare,4:32.867,9cb8438ad994a8ac1a418a195873e173cc501fbfca148e3d
6,Isshiki bro,5:11.75,9fbd1082da9eabf41b47881a0b26e772c95748b99b14db3e
6,IxAMxREDEMPTION,5:11.75,9fbf13dd8c93fff14a4a891f0a7ae074ce0415ee9a13da6e
6,Turgeon,5:11.75,9cec108ad6c4f9a51c178b425b75e124cd021dbb9e17dd6a
7,EvilBandit,6:56.45,9fba108ddac5a8a610438c1f5922ef249e044fb99d42d83a
7,Eon,6:56.45,9fbb46d88ac3a8ad1d40da185b76ee24cc5014b59919da3d
7,Buddy,6:56.45,9fbd44d8d8c2adf11b148e425770e37e99011fefc846da3e
8,XSHshooter,7:08.233,9fbb418fd991fcf61c458b4e567ab576cf034eb49e13de31
8,Zeroyyz,7:08.233,9fbb44dedcc2aaf41941dd4c5e7bb073cf0c4bba9745d169
8,3149729122,7:08.233,9fbb168fdc93fca218138a4c5b74b073c9061aea9617dd3e
9,kuxxy,7:08.716,9fbb1edddb92a8ac114a8c4b5e27b226c90514eacc108e69
9,i_dont_sab,7:08.716,9fbc43dad7c5fea0104486185b25e2719a0419ea9913dd39
9,$,7:08.716,9cea17ded790f1f011138b4a5a27e77fce031ee99e418c39
9,Sleepytoucan,7:08.716,9ceb13df8dc4fca31a46864c5926e7259a5648e9c845df3b
10,Sener,7:42.35,9fbb468e8d95f1a01141d94f5672b4759f514ebb9742d031
10,Letstop1,7:42.35,9cb6458ed896fba31b14dd1d0e77b522cc5519b99f438e31
10,Ben251,7:42.35,9cb81e89ddc3acf61816dc4b0b71e721cf051fed9c428e3b
11,Yan,8:29.2,9fbb42d98c95f8a24a458e4c0a26ef769f5115ef9c158b6b
11,MonkeyMan,8:29.2,9fbb178d8d92f9f74d448d495c22e726ce051ce8cd18d93f
11,MostToxicWins,8:29.2,9cb9418c8d95fca34b47db1a0a22ef26cc554fef96158939
11,TealZebra3242,8:29.2,9fbb1eddd99ffbf41017d94f5b7ab372cd001fb9cd148e6b
12,LongShanks,8:40.383,9fbf12dad9c3aaf01d108c1d5e73e07fc8514fbb9716d930
13,OrzMaster,8:50.8,9ceb42dada96f0f11142da1d0c25e225c9514cbf9c18d86b
14,lerekcam,9:09.6,9cb712da8b93ada41a10dc4d097bef71cc504ee999438e39
14,seaniboy2000,9:09.6,9cb7118dd990ffa01d168f1e5d72ef70cc501aeaca12de6e
14,AodK,9:09.6,9cb714d9de9ff1f01113d91f5825ee75cc501cedc816dc6b
14,ThemanLobster,9:09.6,9cb714d9de9efaa71e408b1e5725e123cc501bbb9843db69
15,Mandy,9:12.333,9ced118fddc3faa74a16dd1e0d76b477cf071ebd9642d83a
16,Mr.Egg,10:27.783,9fbf1583da9eabf34c16881d5c26e771cf521bed9d19db6e
16,Kakakarotcake,10:27.783,9cec14dada97fff34b4a89495921e170c8024fba9b17d038
16,Ibiza,10:27.783,9fbb1689dc94ffa61d16da4a0a72e67fcd0d49b89f16d03d
16,Tekno,10:27.783,9fbc428bdf90fef31a1786420e25b4739d031feacd198c3f
17,PastelCow07,10:27.933,9cea41838c9ffcf74c468d4b5a25e5769e0415efca42db6a
18,bzheng2,10:37.266,9fba168989c7f9f11f468e1e5e70b2219e0518be9a15de31
18,Player8729242,10:37.266,9fbc1282d892f1a14c178a425f27ee25cc0749e89c13d93d
18,1246105283,10:37.266,9fbb458ad79ff8f74b138d4c5b21e47fc5551cb8cf468d6c
18,meng-huan-,10:37.266,9fbb148edf9efff41a4b8d185673b47099014eef9e14d831
19,WrongSmell,10:41.267,9fbb1e828cc4ffa74d138a1a0970e7729f0c19ef9f16d069
19,mrstealyotile,10:41.267,9fbb1fdadfc5fcf718138e1e0970ee239f551be89741db30
19,retwoky,10:41.267,9fbb16dad8c7faf11d148d4b5f76b02498551bb59f17d139
19,Retiky,10:41.267,9cea14dadac3f9a34b11da430a71e470c95518b49b44dc30
